Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2016-06-12,347.936,-3,16.1,12.1,22.9,scc,4.582,,,,,,,,,
2016-06-13,347.89,-4.6,16.1,9.7,20.3,scr,4.628,,,,,,,,,
2016-06-14,347.841,-4.9,14.4,9.9,20.1,scr,4.677,,,,,,,,,
2016-06-15,347.797,-4.4,13.9,6.1,20.9,ssc,4.721,,,,,,,,,
2016-06-16,347.756,-4.1,13.9,6.3,21.6,ssc,4.762,,,,,,,,,
2016-06-17,347.691,-6.5,13.3,9.9,25.1,ssc,4.827,,,,,,,,,
2016-06-18,347.63,-6.1,12.8,9.6,21.3,ccr,4.888,,,,,,,,,
2016-06-19,347.581,-4.9,12.8,9.5,18.7,scc,4.937,,,,,,,,,
2016-06-20,347.536,-4.5,14.4,7.5,25.1,scc,4.982,,,,,,,,,
2016-06-21,347.488,-4.8,13.9,12.7,22.7,scc,5.03,,,,,,,,,
2016-06-22,347.471,-1.7,14.4,11.9,27.9,ssc,5.047,,,,,,,,,
2016-06-23,347.437,-3.4,14.4,14.6,30.1,scr,5.081,,,,,,,,,
2016-06-24,347.422,-1.5,15,13,17.7,ccr,5.096,,,,,,,,,
2016-06-25,347.418,-0.4,15.6,13.4,25.9,scc,5.1,,,,,,,,,
2016-06-26,347.415,-0.3,15.6,13.7,31.9,ssc,5.103,,,,,,,,,
2016-06-27,347.391,-2.4,15.6,13.9,35.5,ssc,5.127,,,,,,,,,
2016-06-28,347.358,-3.3,17.8,15.9,34.9,ssc,5.16,,,,,,,,,
2016-06-29,347.341,-1.7,17.2,15.4,35.3,ssc,5.177,,,,,,,,,
2016-06-30,347.323,-1.8,17.2,18.5,32.6,ssc,5.195,,,,,,,,,
2016-07-01,347.284,-3.9,18.3,15.6,26.7,scr,5.234,,,,,,,,,
2016-07-02,347.28,-0.4,18.3,14.2,29.1,ssc,5.238,,,,,,,,,
2016-07-03,347.225,-5.5,17.2,14.3,27.5,scr,5.293,,,,,,,,,
2016-07-04,347.221,-0.4,17.8,12.4,19.3,ccr,5.297,,,,,,,,,
2016-07-05,347.206,-1.5,17.8,12.7,24.5,ccr,5.312,,,,,,,,,
2016-07-06,347.149,-5.7,18.3,10.5,29.8,ssc,5.369,,,,,,,,,
2016-07-07,347.127,-2.2,17.2,13.1,25,scr,5.391,,,,,,,,,
2016-07-08,347.1,-2.7,18.3,15.6,23.2,crr,5.418,,,,,,,,,
2016-07-09,347.088,-1.2,17.8,15.5,24.3,scr,5.43,,,,,,,,,
2016-07-10,347.071,-1.7,17.8,11.3,27.5,ssc,5.447,,,,,,,,,
2016-07-11,347.015,-5.6,17.8,14.1,25.9,ssc,5.503,,,,,,,,,
2016-07-12,346.99,-2.5,18.9,14.7,27.9,ssc,5.528,,,,,,,,,
2016-07-13,346.958,-3.2,17.8,15.5,26.1,ccr,5.56,,,,,,,,,
2016-07-14,346.934,-2.4,17.2,13.7,29.2,ssc,5.584,,,,,,,,,
2016-07-15,346.921,-1.3,17.2,13.2,25.6,scr,5.597,,,,,,,,,
2016-07-16,346.889,-3.2,17.2,12.3,25.1,scr,5.629,,,,,,,,,
2016-07-17,346.883,-0.6,17.2,14.7,26.8,scr,5.635,,,,,,,,,
2016-07-18,346.87,-1.3,18.3,14.7,30.5,ssc,5.648,,,,,,,,,
2016-07-19,346.823,-4.7,18.9,16.9,26.1,scc,5.695,,,,,,,,,
2016-07-20,346.798,-2.5,18.3,14.1,29.9,scr,5.72,,,,,,,,,
2016-07-21,346.757,-4.1,18.9,13.9,31.5,ssc,5.761,,,,,,,,,
2016-07-22,346.726,-3.1,18.9,15.5,30.7,ccr,5.792,,,,,,,,,
2016-07-23,346.706,-2,18.9,15.5,27.9,scc,5.812,,,,,,,,,
2016-07-24,346.666,-4,19.4,13.9,31.9,ssc,5.852,,,,,,,,,
2016-07-25,346.639,-2.7,19.4,17.1,31.3,ssc,5.879,,,,,,,,,
2016-07-26,346.611,-2.8,20,17,32.5,ssc,5.907,,,,,,,,,
2016-07-27,346.569,-4.2,20,16.7,34.4,ssc,5.949,,,,,,,,,
2016-07-28,346.556,-1.3,20.6,19.6,35.1,ssc,5.962,,,,,,,,,
2016-07-29,346.516,-4,21.1,17.9,34.9,ssc,6.002,,,,,,,,,
2016-07-30,346.481,-3.5,21.7,18.5,34.4,scr,6.037,,,,,,,,,
2016-07-31,346.446,-3.5,21.1,13.7,25.3,scr,6.072,,,,,,,,,
2016-08-01,346.428,-1.8,21.1,12,28.5,ssc,6.09,,,,,,,,,
2016-08-02,346.395,-3.3,21.1,14.3,24,scr,6.123,,,,,,,,,
2016-08-03,346.371,-2.4,20.6,15.1,27.5,scc,6.147,,,,,,,,,
2016-08-04,346.326,-4.5,20.6,17.2,32.3,ssc,6.192,,,,,,,,,
2016-08-05,346.29,-3.6,21.1,17.3,31.3,ssc,6.228,,,,,,,,,
2016-08-06,346.253,-3.7,21.1,15.1,29.9,ssc,6.265,,,,,,,,,
2016-08-07,346.213,-4,20.6,16.7,29.7,ssc,6.305,,,,,,,,,
2016-08-08,346.21,-0.3,20.6,17.1,27.5,ssc,6.308,,,,,,,,,
2016-08-09,346.18,-3,20.6,14.2,29.1,ssc,6.338,,,,,,,,,
2016-08-10,346.158,-2.2,20.6,15.5,27.5,scc,6.36,,,,,,,,,
2016-08-11,346.143,-1.5,21.7,15.1,29.9,ssc,6.375,,,,,,,,,
2016-08-12,346.097,-4.6,21.1,15,32.5,sss,6.421,,,,,,,,,
2016-08-13,346.073,-2.4,21.1,15.5,32.9,ssc,6.445,,,,,,,,,
2016-08-14,346.044,-2.9,22.8,16.1,33.9,ssc,6.474,,,,,,,,,
2016-08-15,346.01,-3.4,22.8,16.3,34.5,ssc,6.508,,,,,,,,,
2016-08-16,345.971,-3.9,22.8,15.8,35.1,ssc,6.547,,,,,,,,,
2016-08-17,345.958,-1.3,22.8,17.9,34.7,sss,6.56,,,,,,,,,
2016-08-18,345.953,-0.5,22.2,13.3,33,sss,6.565,,,,,,,,,
2016-08-19,345.907,-4.6,22.2,13.2,32,ssc,6.611,,,,,,,,,
2016-08-20,345.864,-4.3,22.2,13.9,33.8,sss,6.654,,,,,,,,,
2016-08-21,345.855,-0.9,22.2,15.9,30.9,scc,6.663,,,,,,,,,
2016-08-22,345.822,-3.3,21.7,12.7,28.6,ccr,6.696,,,,,,,,,
2016-08-23,345.817,-0.5,21.1,14.1,28.4,scr,6.701,,,,,,,,,
2016-08-24,345.787,-3,21.1,11.2,29.8,ssc,6.731,,,,,,,,,
2016-08-25,345.757,-3,21.1,12.1,29.5,ssc,6.761,,,,,,,,,
2016-08-26,345.731,-2.6,21.1,12.9,29.1,ssc,6.787,,,,,,,,,
2016-08-27,345.716,-1.5,20,17.2,25.1,scr,6.802,,,,,,,,,
2016-08-28,345.691,-2.5,20,14.3,22.9,ccc,6.827,,,,,,,,,
2016-08-29,345.685,-0.6,20,15.7,27.7,ssc,6.833,,,,,,,,,
2016-08-30,345.665,-2,20.6,13.5,28.9,scc,6.853,,,,,,,,,
2016-08-31,345.656,-0.9,21.1,18.2,29.9,scr,6.862,,,,,,,,,
2016-09-01,345.65,-0.6,21.1,14.4,24.8,scr,6.868,,,,,,,,,
2016-09-02,345.647,-0.3,20.6,12.3,22.6,rrr,6.871,,,,,,,,,
2016-09-03,345.646,-0.1,19.4,12.3,19.6,ccr,6.872,,,,,,,,,
2016-09-04,345.613,-3.3,18.9,10.7,21.5,scr,6.905,,,,,,,,,
2016-09-05,345.608,-0.5,18.9,9.3,18,scr,6.91,,,,,,,,,
2016-09-06,345.604,-0.4,18.9,11.6,19.5,scr,6.914,,,,,,,,,
2016-09-07,345.617,1.3,18.9,10.3,18.3,scr,6.901,,,,,,,,,
2016-09-08,345.608,-0.9,18.9,9.5,20.3,ccr,6.91,,,,,,,,,
2016-09-09,345.621,1.3,18.3,9.1,19.6,scc,6.897,,,,,,,,,
2016-09-10,345.622,0.1,18.3,10.9,19.9,scr,6.896,,,,,,,,,
2016-09-11,345.618,-0.4,17.8,12.9,21.9,ssc,6.9,,,,,,,,,
2016-09-12,345.618,0,17.8,6.3,21.5,ssc,6.9,,,,,,,,,
2016-09-13,345.593,-2.5,17.8,3.3,20.4,ssc,6.925,,,,,,,,,
2016-09-14,345.59,-0.3,17.8,4.6,22.1,ssc,6.928,,,,,,,,,
2016-09-15,345.587,-0.3,17.2,7.2,23.8,ssc,6.931,,,,,,,,,
2016-09-16,345.591,0.4,17.2,7.9,24.3,scc,6.927,,,,,,,,,
2016-09-17,345.594,0.3,16.7,10.2,17.2,crr,6.924,,,,,,,,,
2016-09-18,345.598,0.4,16.7,9.2,19.2,ccr,6.92,,,,,,,,,
2016-09-19,345.611,1.3,16.7,5.2,13.5,ccr,6.907,,,,,,,,,
2016-09-20,345.622,1.1,16.1,7.7,17.8,ccr,6.896,,,,,,,,,
2016-09-21,345.62,-0.2,15.6,4.9,18.5,ssc,6.898,,,,,,,,,
2016-09-22,345.616,-0.4,15.6,4.9,16.8,scc,6.902,,,,,,,,,
2016-09-23,345.621,0.5,15.6,12.1,18.5,scr,6.897,,,,,,,,,
2016-09-24,345.62,-0.1,15.6,7.7,17.9,ssc,6.898,,,,,,,,,
2016-09-25,345.618,-0.2,15.6,10.6,17.3,scr,6.9,,,,,,,,,
2016-09-26,345.6,-1.8,15.6,8.3,22.3,ssc,6.918,,,,,,,,,
2016-09-27,345.601,0.1,15,14.2,22.9,ssc,6.917,,,,,,,,,
2016-09-28,345.602,0.1,15,6.3,18.5,ssc,6.916,,,,,,,,,
2016-09-29,345.566,-3.6,15,6.2,17.1,ssc,6.952,,,,,,,,,
2016-09-30,345.565,-0.1,15,10.3,19.7,ssc,6.953,,,,,,,,,
2016-10-01,345.558,-0.7,14.4,11.5,20.4,scr,6.96,,,,,,,,,
2016-10-02,345.544,-1.4,13.3,8.1,19.9,scr,6.974,,,,,,,,,
2016-10-03,345.513,-3.1,13.3,3.9,18.8,ssc,7.005,,,,,,,,,
2016-10-04,345.518,0.5,12.8,6.6,17.1,ssc,7,,,,,,,,,
2016-10-05,345.516,-0.2,12.8,5.9,15.3,ssc,7.002,,,,,,,,,
2016-10-06,345.513,-0.3,13.3,7.9,14.9,scr,7.005,,,,,,,,,
2016-10-07,345.516,0.3,13.3,7.5,14.5,crr,7.002,,,,,,,,,
2016-10-08,345.544,2.8,13.3,8.5,11.5,rrr,6.974,,,,,,,,,
2016-10-09,345.559,1.5,12.8,6.6,12.5,scr,6.959,,,,,,,,,
2016-10-10,345.57,1.1,12.2,6.5,10.5,ccc,6.948,,,,,,,,,
2016-10-11,345.588,1.2,12.2,2.2,11.1,ssc,6.93,,,,,,,,,
2016-10-12,345.597,0.9,11.7,-0.7,11.5,scc,6.921,,,,,,,,,
2016-10-13,345.608,1.1,11.7,-0.2,11.8,ccr,6.91,,,,,,,,,
2016-10-14,345.617,0.9,11.7,2.4,10.8,ccr,6.901,,,,,,,,,
2016-10-15,345.624,0.7,11.1,6.2,13.9,scr,6.894,,,,,,,,,
2016-10-16,345.661,3.7,11.1,7.1,11.9,ccr,6.857,,,,,,,,,
2016-10-17,345.693,3.2,10.6,6.9,11.5,ccr,6.825,,,,,,,,,
2016-10-18,345.714,2.1,10.6,8.6,14.8,scr,6.804,,,,,,,,,
2016-10-19,345.736,2.2,11.1,7.8,13.7,ssc,6.782,,,,,,,,,
2016-10-20,345.764,2.8,11.1,7.8,11.6,scr,6.754,,,,,,,,,
2016-10-21,345.783,1.9,10.6,6.5,13.1,ssc,6.735,,,,,,,,,
2016-10-22,345.797,1.4,10,6.7,14.9,ssc,6.721,,,,,,,,,
2016-10-23,345.81,1.3,10,6.6,14.2,ssc,6.708,,,,,,,,,
2016-10-24,345.816,0.6,10,6.6,13.7,scc,6.702,,,,,,,,,
2016-10-25,345.847,3.1,10,9.1,15.1,scr,6.671,,,,,,,,,
2016-10-26,345.863,1.6,10,7,11.9,ccr,6.655,,,,,,,,,
2016-10-27,345.899,3.6,10.6,8.2,12.3,ccr,6.619,,,,,,,,,
2016-10-28,345.925,2.6,10.6,8.9,13.9,scr,6.593,,,,,,,,,
2016-10-29,345.938,1.3,10.6,3.7,10.3,scr,6.58,,,,,,,,,
2016-10-30,345.946,0.8,10,4.8,12,ssc,6.572,,,,,,,,,
2016-10-31,345.963,1.7,8.9,5.3,8.3,rrr,6.555,,,,,,,,,
2016-11-01,345.981,1.8,8.9,5.2,12,crr,6.537,,,,,,,,,
2016-11-02,346.004,2.3,8.9,6.5,9.4,rrr,6.514,,,,,,,,,
2016-11-03,346.023,1.9,8.9,4.6,13.4,ssc,6.495,,,,,,,,,
2016-11-04,346.048,2.5,8.9,4.9,11.1,scc,6.47,,,,,,,,,
2016-11-05,346.071,2.3,8.9,8.3,11,ccr,6.447,,,,,,,,,
2016-11-06,346.1,2.9,8.9,9.1,14.7,scr,6.418,,,,,,,,,
2016-11-07,346.113,1.3,8.9,8.3,12.4,ccc,6.405,,,,,,,,,
2016-11-08,346.165,5.2,9.4,6.9,14.8,sss,6.353,,,,,,,,,
2016-11-09,346.206,4.1,8.9,8.2,11.5,ccr,6.312,,,,,,,,,
2016-11-10,346.221,1.5,8.9,6.5,10.3,scr,6.297,,,,,,,,,
2016-11-11,346.234,1.3,8.9,6.7,10.5,ccc,6.284,,,,,,,,,
2016-11-12,346.251,1.7,8.3,8.6,11.3,crr,6.267,,,,,,,,,
2016-11-13,346.305,5.4,8.3,6.5,11.4,crr,6.213,,,,,,,,,
2016-11-14,346.348,4.3,8.3,5.5,10.9,ccr,6.17,,,,,,,,,
2016-11-15,346.393,4.5,8.3,4.3,7.9,crr,6.125,,,,,,,,,
2016-11-16,346.411,1.8,7.8,4.1,9.1,scr,6.107,,,,,,,,,
2016-11-17,346.44,2.9,7.8,2.7,5.9,rrr,6.078,,,,,,,,,
2016-11-18,346.437,-0.3,7.2,2.3,6.4,scr,6.081,,,,,,,,,
2016-11-19,346.444,0.7,7.2,4.3,6.1,crr,6.074,,,,,,,,,
2016-11-20,346.465,2.1,7.2,4.3,7.7,crr,6.053,,,,,,,,,
2016-11-21,346.448,-1.7,6.7,4.9,8.7,ccr,6.07,,,,,,,,,
2016-11-22,346.455,0.7,6.1,4.7,9.1,scc,6.063,,,,,,,,,
2016-11-23,346.453,-0.2,6.7,4.3,8.7,ccc,6.065,,,,,,,,,
2016-11-24,346.446,-0.7,6.7,4.8,8.8,ccr,6.072,,,,,,,,,
2016-11-25,346.443,-0.3,6.7,4.2,9.1,scr,6.075,,,,,,,,,
2016-11-26,346.437,-0.6,6.1,4,7.9,crr,6.081,,,,,,,,,
2016-11-27,346.435,-0.2,6.7,4.6,8.5,ccr,6.083,,,,,,,,,
2016-11-28,346.43,-0.5,5.6,3.5,9,scr,6.088,,,,,,,,,
2016-11-29,346.404,-2.6,5.6,2.3,7.7,scc,6.114,,,,,,,,,
2016-11-30,346.401,-0.3,4.4,3.5,7.2,ccr,6.117,,,,,,,,,
2016-12-01,346.381,-2,4.4,3.5,7.5,scr,6.137,,,,,,,,,
2016-12-02,346.353,-2.8,3.9,1.5,5.9,crx,6.165,,,,,,,,,
2016-12-03,346.35,-0.3,3.9,1.1,5.4,crx,6.168,,,,,,,,,
2016-12-04,346.318,-3.2,3.9,1.1,4.9,scc,6.2,,,,,,,,,
2016-12-05,346.321,0.3,3.3,-3.7,3.5,ssc,6.197,,,,,,,,,
2016-12-06,346.299,-2.2,3.3,-3.4,1.6,scc,6.219,,,,,,,,,
2016-12-07,346.28,-1.9,3.3,-6.5,-1.1,ccc,6.238,,,,,,,,,
2016-12-08,346.258,-2.2,2.2,-9.1,-2.1,ssc,6.26,,,,,,,,,
2016-12-09,346.23,-2.8,2.2,-9.7,-2.5,scx,6.288,,,,,,,,,
2016-12-10,346.194,-3.6,2.2,-8.6,-1.6,ccx,6.324,,,,,,,,,
2016-12-11,346.171,-2.3,2.2,-5.7,1.1,cxx,6.347,,,,,,,,,
2016-12-12,346.154,-1.7,0.6,-4.5,1.1,ccc,6.364,,,,,,,,,
2016-12-13,346.139,-1.5,0,-5.5,-2.1,ccc,6.379,,,,,,,,,
2016-12-14,346.088,-5.1,0.6,-9.4,-2.7,scx,6.43,,,,,,,,,
2016-12-15,346.083,-0.5,0,-10.9,-4.1,ccc,6.435,,,,,,,,,
2016-12-16,346.046,-3.7,-2.2,-8.4,-3.7,ccc,6.472,,,,,,,,,
2016-12-17,346.037,-0.9,-2.8,-9.5,-3.9,ccx,6.481,,,,,,,,,
2016-12-18,346.026,-1.1,-2.8,-8.5,-1.5,ssx,6.492,,,,,,,,,
2016-12-19,345.986,-4,-0.6,-5.3,0,ccx,6.532,,,,,,,,,
2016-12-20,345.954,-3.2,0,-5.1,3.6,crx,6.564,,,,,,,,,
2016-12-21,345.931,-2.3,0,-1.9,4.8,ccc,6.587,,,,,,,,,
2016-12-22,345.901,-3,0.6,-1.9,3.8,ccx,6.617,,,,,,,,,
2016-12-23,345.915,1.4,0.6,-1.2,5.8,cxx,6.603,,,,,,,,,
2016-12-24,345.897,-1.8,0.6,-1.4,2.7,cxx,6.621,,,,,,,,,
2016-12-25,345.876,-2.1,0.6,-1.8,1.7,ccc,6.642,,,,,,,,,
2016-12-26,345.844,-3.2,-0.6,-5.6,-0.5,ccx,6.674,,,,,,,,,
2016-12-27,345.85,0.6,-1.1,-2.9,2,cxx,6.668,,,,,,,,,
2016-12-28,345.836,-1.4,-1.1,-4.7,2.7,ssc,6.682,,,,,,,,,
2016-12-29,345.811,-2.5,-1.1,-3.8,2.2,ccx,6.707,,,,,,,,,
2016-12-30,345.813,0.2,-1.7,-2.3,5.1,ssc,6.705,,,,,,,,,
2016-12-31,345.784,-2.9,-1.7,-8.1,-0.7,ccx,6.734,,,,,,,,,
2017-01-01,345.765,-1.9,-1.7,-10.1,-0.1,ccc,6.753,,,,,,,,,
2017-01-02,345.747,-1.8,-3.3,-12.7,-5.1,ssc,6.771,,,,,,,,,
2017-01-03,345.728,-1.9,-0.6,-14.9,-7.2,scc,6.79,,,,,,,,,
2017-01-04,345.693,-3.5,-0.6,-12.1,-5.9,ssc,6.825,,,,,,,,,
2017-01-05,345.677,-1.6,-2.8,-12.3,-5.6,ccx,6.841,,,,,,,,,
2017-01-06,345.655,-2.2,-1.7,-8.5,-2.1,ccx,6.863,,,,,,,,,
2017-01-07,345.65,-0.5,-1.7,-8.7,-2.1,ssc,6.868,,,,,,,,,
2017-01-08,345.641,-0.9,-1.7,-10.9,-2,ccx,6.877,,,,,,,,,
2017-01-09,345.631,-1,-1.7,-4.8,0.7,cxx,6.887,,,,,,,,,
2017-01-10,345.62,-1.1,-2.2,-9.1,-0.5,ssc,6.898,,,,,,,,,
2017-01-11,345.603,-1.7,-3.3,-15.5,-3.9,scc,6.915,,,,,,,,,
2017-01-12,345.589,-1.4,-2.8,-19,-6.7,scc,6.929,,,,,,,,,
2017-01-13,345.58,-0.9,-3.3,-17.8,-6.6,ssc,6.938,,,,,,,,,
2017-01-14,345.544,-3.6,-2.2,-14.9,-2.9,ssc,6.974,,,,,,,,,
2017-01-15,345.531,-1.3,-2.2,-7.5,0.6,ssc,6.987,,,,,,,,,
2017-01-16,345.516,-1.5,-1.7,-7.7,-0.5,ccc,7.002,,,,,,,,,
2017-01-17,345.514,-0.2,-2.2,-2.9,1.5,ccc,7.004,,,,,,,,,
2017-01-18,345.514,0,-1.7,-0.5,3.5,ccx,7.004,,,,,,,,,
2017-01-19,345.491,-2.3,-1.7,-0.9,5,ccc,7.027,,,,,,,,,
2017-01-20,345.481,-1,-1.7,-0.5,5.1,scc,7.037,,,,,,,,,
2017-01-21,345.477,-0.4,-1.1,-0.5,3.4,ccc,7.041,,,,,,,,,
2017-01-22,345.465,-1.2,-1.1,-0.5,4.7,scc,7.053,,,,,,,,,
2017-01-23,345.461,-0.4,-1.7,-1.1,3.5,scc,7.057,,,,,,,,,
2017-01-24,345.455,-0.6,-1.7,0.4,3.7,ccx,7.063,,,,,,,,,
2017-01-25,345.436,-1.9,-1.1,0.7,4.2,ccx,7.082,,,,,,,,,
2017-01-26,345.428,-0.8,-0.6,0.3,3.7,ccc,7.09,,,,,,,,,
2017-01-27,345.414,-1.4,-1.1,0.5,4.6,scc,7.104,,,,,,,,,
2017-01-28,345.398,-1.6,-1.1,0.9,3.9,scc,7.12,,,,,,,,,
2017-01-29,345.379,-1.9,-1.7,1.5,4.5,ssc,7.139,,,,,,,,,
2017-01-30,345.385,0.6,-2.2,-0.8,4.7,scx,7.133,,,,,,,,,
2017-01-31,345.37,-1.5,-2.8,-8.9,2.3,sss,7.148,,,,,,,,,
2017-02-01,345.363,-0.7,-2.8,-11.7,-0.7,sss,7.155,,,,,,,,,
2017-02-02,345.347,-1.6,-2.8,-13.8,-2.8,sss,7.171,,,,,,,,,
2017-02-03,345.349,0.2,-2.8,-13.3,-4.8,ccx,7.169,,,,,,,,,
2017-02-04,345.364,1.5,-2.8,-6.9,-3.1,cxx,7.154,,,,,,,,,
2017-02-05,345.331,-3.3,-2.2,-5.3,0.3,ccx,7.187,,,,,,,,,
2017-02-06,345.314,-1.7,-2.2,-6.1,-1.3,ccx,7.204,,,,,,,,,
2017-02-07,345.308,-0.6,-3.3,-13.5,-2.6,scc,7.21,,,,,,,,,
2017-02-08,345.306,-0.2,-2.8,-12.4,-3.1,scc,7.212,,,,,,,,,
2017-02-09,345.3,-0.6,-2.8,-7.6,-1.2,cxx,7.218,,,,,,,,,
2017-02-10,345.285,-1.5,-2.2,-4.1,6.1,scc,7.233,,,,,,,,,
2017-02-11,345.283,-0.2,-1.7,-2.3,6.9,ssc,7.235,,,,,,,,,
2017-02-12,345.278,-0.5,-1.7,-3.9,4.3,scc,7.24,,,,,,,,,
2017-02-13,345.276,-0.2,-2.2,-4.1,5.8,ssc,7.242,,,,,,,,,
2017-02-14,345.246,-3,-2.2,-5.8,3.2,scc,7.272,,,,,,,,,
2017-02-15,345.254,0.8,-1.7,-0.3,6.7,ccc,7.264,,,,,,,,,
2017-02-16,345.239,-1.5,-1.1,2.2,8.3,ccc,7.279,,,,,,,,,
2017-02-17,345.231,-0.8,-0.6,0.7,8.7,ssc,7.287,,,,,,,,,
2017-02-18,345.23,-0.1,-0.6,-1,4.5,ccc,7.288,,,,,,,,,
2017-02-19,345.246,1.6,0.6,1.5,6.7,crx,7.272,,,,,,,,,
2017-02-20,345.241,-0.5,-0.6,1.7,7.5,scc,7.277,,,,,,,,,
2017-02-21,345.231,-1,-1.1,1.1,7.5,ssc,7.287,,,,,,,,,
2017-02-22,345.226,-0.5,-1.7,0.7,7.1,ssc,7.292,,,,,,,,,
2017-02-23,345.221,-0.5,-1.7,-1.9,5.9,ssc,7.297,,,,,,,,,
2017-02-24,345.21,-1.1,-1.7,-2.5,4.3,ssc,7.308,,,,,,,,,
2017-02-25,345.213,0.3,-2.2,-6.1,2.7,scx,7.305,,,,,,,,,
2017-02-26,345.206,-0.7,-2.8,-6.5,5.9,scx,7.312,,,,,,,,,
2017-02-27,345.198,-0.8,-2.8,-7.2,3.1,scc,7.32,,,,,,,,,
2017-02-28,345.196,-0.2,-1.7,-7.8,4.1,ssc,7.322,,,,,,,,,
2017-03-01,345.191,-0.5,-1.7,-1.1,5.7,scx,7.327,,,,,,,,,
2017-03-02,345.175,-1.6,-1.7,1.3,4.3,ccx,7.343,,,,,,,,,
2017-03-03,345.163,-1.2,-1.7,1.3,6.3,ccr,7.355,,,,,,,,,
2017-03-04,345.184,2.1,-2.2,0.4,8.3,ssc,7.334,,,,,,,,,
2017-03-05,345.171,-1.3,-2.2,-1.6,4.5,ccx,7.347,,,,,,,,,
2017-03-06,345.167,-0.4,-1.1,-1.3,7.1,scc,7.351,,,,,,,,,
2017-03-07,345.163,-0.4,-1.1,-3,5.5,scc,7.355,,,,,,,,,
2017-03-08,345.162,-0.1,-1.1,0.3,7,scx,7.356,,,,,,,,,
2017-03-09,345.163,0.1,-1.7,-2.3,5,scc,7.355,,,,,,,,,
2017-03-10,345.163,0,-1.7,0.7,4.6,cxx,7.355,,,,,,,,,
2017-03-11,345.147,-1.6,-1.1,0.9,4.2,crx,7.371,,,,,,,,,
2017-03-12,345.141,-0.6,-0.6,1.7,10.1,scr,7.377,,,,,,,,,
2017-03-13,345.155,1.4,0,3.4,6.2,ccr,7.363,,,,,,,,,
2017-03-14,345.163,0.8,0,2.3,7.7,ccc,7.355,,,,,,,,,
2017-03-15,345.175,1.2,0.6,3.2,8.3,crr,7.343,,,,,,,,,
2017-03-16,345.203,2.8,0,3.1,10.9,ssc,7.315,,,,,,,,,
2017-03-17,345.221,1.8,0,-0.5,7.4,ccc,7.297,,,,,,,,,
2017-03-18,345.228,0.7,1.1,2.1,9.1,scr,7.29,,,,,,,,,
2017-03-19,345.266,3.8,1.1,-0.9,10.9,ssc,7.252,,,,,,,,,
2017-03-20,345.29,2.4,1.1,-3,9.2,scc,7.228,,,,,,,,,
2017-03-21,345.302,1.2,1.1,1.5,5.9,ccr,7.216,,,,,,,,,
2017-03-22,345.311,0.9,1.1,0.3,12.9,ssc,7.207,,,,,,,,,
2017-03-23,345.317,0.6,0,1.2,12.3,ssc,7.201,,,,,,,,,
2017-03-24,345.34,2.3,1.1,2.8,7.7,crr,7.178,,,,,,,,,
2017-03-25,345.357,1.7,1.7,2.8,12.8,ssc,7.161,,,,,,,,,
2017-03-26,345.375,1.8,1.7,-0.3,10.6,scc,7.143,,,,,,,,,
2017-03-27,345.391,1.6,1.7,3.7,13.7,ccr,7.127,,,,,,,,,
2017-03-28,345.411,2,2.2,5,9.5,ccr,7.107,,,,,,,,,
2017-03-29,345.443,3.2,2.2,4.7,8.2,crr,7.075,,,,,,,,,
2017-03-30,345.473,3,2.2,4.6,14.1,scr,7.045,,,,,,,,,
2017-03-31,345.488,1.5,2.8,2.3,13.5,ssc,7.03,,,,,,,,,
2017-04-01,345.547,5.9,2.8,6.1,10.9,scr,6.971,,,,,,,,,
2017-04-02,345.595,4.8,2.8,4.3,14.1,scr,6.923,,,,,,,,,
2017-04-03,345.63,3.5,2.2,-0.1,15.4,ssc,6.888,,,,,,,,,
2017-04-04,345.666,3.6,2.2,0.2,13.7,ssc,6.852,,,,,,,,,
2017-04-05,345.68,1.4,2.2,5.2,13.1,ccr,6.838,,,,,,,,,
2017-04-06,345.703,2.3,2.8,5.9,9.7,crr,6.815,,,,,,,,,
2017-04-07,345.754,5.1,2.8,3.5,12.4,ccr,6.764,,,,,,,,,
2017-04-08,345.804,5,3.3,4.1,15.5,scr,6.714,,,,,,,,,
2017-04-09,345.851,4.7,3.3,5.7,13.9,scr,6.667,,,,,,,,,
2017-04-10,345.887,3.6,2.8,2.7,13.5,scr,6.631,,,,,,,,,
2017-04-11,345.924,3.7,1.7,3.3,15.8,ssc,6.594,,,,,,,,,
2017-04-12,345.953,2.9,2.2,3.5,15.7,ccr,6.565,,,,,,,,,
2017-04-13,345.971,1.8,3.3,5.5,12.7,ccr,6.547,,,,,,,,,
2017-04-14,345.998,2.7,3.3,3.9,16.4,scc,6.52,,,,,,,,,
2017-04-15,346.016,1.8,2.8,5.1,15.9,ssc,6.502,,,,,,,,,
2017-04-16,346.04,2.4,2.8,1.1,19.1,ssc,6.478,,,,,,,,,
2017-04-17,346.05,1,3.3,8.1,17.9,ccr,6.468,,,,,,,,,
2017-04-18,346.077,2.7,3.3,7.5,18.1,scr,6.441,,,,,,,,,
2017-04-19,346.099,2.2,4.4,4.4,16.3,scc,6.419,,,,,,,,,
2017-04-20,346.151,5.2,3.9,8.1,15.1,crr,6.367,,,,,,,,,
